timestamp,nav
2025-10-24 10:40:00+00:00,100000.0
2025-10-24 10:40:00+00:00,99959.76093332726
2025-10-24 10:41:00+00:00,100128.24759532149
2025-10-24 10:42:00+00:00,100262.5587815707
2025-10-24 10:43:00+00:00,100244.94839412191
2025-10-24 10:44:00+00:00,100236.3525191586
2025-10-24 10:45:00+00:00,100319.31053099118
2025-10-24 10:46:00+00:00,100470.95974859253
2025-10-24 10:47:00+00:00,100375.91012611537
2025-10-24 10:48:00+00:00,100587.2536574421
2025-10-24 10:49:00+00:00,100667.58621425046
2025-10-24 10:50:00+00:00,100696.67972165618
2025-10-24 10:51:00+00:00,100662.74242704264
2025-10-24 10:52:00+00:00,100709.43233964728
2025-10-24 10:53:00+00:00,100725.90009540318
2025-10-24 10:54:00+00:00,100647.15709723951
2025-10-24 10:55:00+00:00,100605.07984790587
2025-10-24 10:56:00+00:00,100474.1010815413
2025-10-24 10:57:00+00:00,100329.3560711394
2025-10-24 10:58:00+00:00,100105.67206405253
2025-10-24 10:59:00+00:00,100140.88240365016
2025-10-24 11:00:00+00:00,100101.08691230055
2025-10-24 11:01:00+00:00,100179.63253522923
2025-10-24 11:02:00+00:00,100258.7471786879
2025-10-24 11:03:00+00:00,100627.55894970965
2025-10-24 11:04:00+00:00,100690.95447683657
2025-10-24 11:05:00+00:00,100637.65552610395
2025-10-24 11:06:00+00:00,100475.48740810419
2025-10-24 11:07:00+00:00,100403.38456709863
2025-10-24 11:08:00+00:00,100515.08442460309
2025-10-24 11:09:00+00:00,100388.49244452306
2025-10-24 11:10:00+00:00,100433.85396501265
2025-10-24 11:11:00+00:00,100661.17962155966
2025-10-24 11:12:00+00:00,100962.52421016946
2025-10-24 11:13:00+00:00,101007.38325076559
2025-10-24 11:14:00+00:00,101127.80495622127
2025-10-24 11:15:00+00:00,101149.26115470142
2025-10-24 11:16:00+00:00,100905.04821407872
2025-10-24 11:17:00+00:00,100672.10477897139
2025-10-24 11:18:00+00:00,100410.19329610458
2025-10-24 11:19:00+00:00,100283.82919560594
2025-10-24 11:20:00+00:00,100314.17502678985
2025-10-24 11:21:00+00:00,100490.35060203708
2025-10-24 11:22:00+00:00,100718.02349378164
2025-10-24 11:23:00+00:00,100853.8853889757
2025-10-24 11:24:00+00:00,100488.99432556173
2025-10-24 11:25:00+00:00,100720.95657511996
2025-10-24 11:26:00+00:00,100642.53703131236
