timestamp,nav
2025-10-24 10:40:00+00:00,100000.0
2025-10-24 10:40:00+00:00,100012.92558629415
2025-10-24 10:41:00+00:00,100057.96771380308
2025-10-24 10:42:00+00:00,100114.95459946347
2025-10-24 10:43:00+00:00,100104.61507295602
2025-10-24 10:44:00+00:00,100087.9592444064
2025-10-24 10:45:00+00:00,100153.88436607506
2025-10-24 10:46:00+00:00,100168.36805740195
2025-10-24 10:47:00+00:00,100181.76693988428
2025-10-24 10:48:00+00:00,100212.59232769479
2025-10-24 10:49:00+00:00,100183.14376067524
2025-10-24 10:50:00+00:00,100182.66992900762
2025-10-24 10:51:00+00:00,100209.91282248822
2025-10-24 10:52:00+00:00,100216.34763496541
2025-10-24 10:53:00+00:00,100217.92823023142
2025-10-24 10:54:00+00:00,100218.51929603175
2025-10-24 10:55:00+00:00,100226.48305008732
2025-10-24 10:56:00+00:00,100195.41648284713
2025-10-24 10:57:00+00:00,100244.02411037919
2025-10-24 10:58:00+00:00,100120.56310683869
2025-10-24 10:59:00+00:00,100125.73285211125
2025-10-24 11:00:00+00:00,100129.55965762443
2025-10-24 11:01:00+00:00,100144.39059954285
2025-10-24 11:02:00+00:00,100145.30575175551
2025-10-24 11:03:00+00:00,100215.69683056786
2025-10-24 11:04:00+00:00,100177.82130886508
2025-10-24 11:05:00+00:00,100213.27086219103
2025-10-24 11:06:00+00:00,100219.76105674655
2025-10-24 11:07:00+00:00,100240.24468624897
2025-10-24 11:08:00+00:00,100280.75670940554
2025-10-24 11:09:00+00:00,100293.89095906008
2025-10-24 11:10:00+00:00,100316.10170291137
2025-10-24 11:11:00+00:00,100283.78238769386
2025-10-24 11:12:00+00:00,100267.15840126348
2025-10-24 11:13:00+00:00,100289.47209028821
2025-10-24 11:14:00+00:00,100273.4865042957
2025-10-24 11:15:00+00:00,100273.17002618272
2025-10-24 11:16:00+00:00,100283.89605893624
2025-10-24 11:17:00+00:00,100246.59609336282
2025-10-24 11:18:00+00:00,100239.11834891255
2025-10-24 11:19:00+00:00,100166.48441779436
2025-10-24 11:20:00+00:00,100179.30764376912
2025-10-24 11:21:00+00:00,100172.61400730183
2025-10-24 11:22:00+00:00,100147.4673877006
2025-10-24 11:23:00+00:00,100258.86385800445
2025-10-24 11:24:00+00:00,100220.97764583741
2025-10-24 11:25:00+00:00,100291.61772846797
2025-10-24 11:26:00+00:00,100279.84154730826
2025-10-24 11:27:00+00:00,100281.55920146541
2025-10-24 11:28:00+00:00,100289.92449337414
2025-10-24 11:29:00+00:00,100292.19815863037
2025-10-24 11:30:00+00:00,100282.98275436964
2025-10-24 11:31:00+00:00,100226.62058439861
2025-10-24 11:32:00+00:00,100256.41518439686
2025-10-24 11:33:00+00:00,100257.03078452023
2025-10-24 11:34:00+00:00,100257.09555910509
2025-10-24 11:35:00+00:00,100268.93735874657
2025-10-24 11:36:00+00:00,100299.54999594824
2025-10-24 11:37:00+00:00,100341.83998687135
2025-10-24 11:38:00+00:00,100333.15563609422
2025-10-24 11:39:00+00:00,100297.01609216594
2025-10-24 11:40:00+00:00,100310.11837148813
2025-10-24 11:41:00+00:00,100350.35866355468
2025-10-24 11:42:00+00:00,100354.95433468683
2025-10-24 11:43:00+00:00,100352.28279955378
2025-10-24 11:44:00+00:00,100327.470843513
2025-10-24 11:45:00+00:00,100307.70329356009
2025-10-24 11:46:00+00:00,100352.88101390302
2025-10-24 11:47:00+00:00,100344.02721965428
2025-10-24 11:48:00+00:00,100342.7208274085
2025-10-24 11:49:00+00:00,100342.08944896806
2025-10-24 11:50:00+00:00,100384.60718229838
2025-10-24 11:51:00+00:00,100430.15507568026
2025-10-24 11:52:00+00:00,100413.44602681712
2025-10-24 11:53:00+00:00,100469.94919767944
2025-10-24 11:54:00+00:00,100444.78399475793
2025-10-24 11:55:00+00:00,100445.21202360348
2025-10-24 11:56:00+00:00,100439.58001982831
2025-10-24 11:57:00+00:00,100473.2777109411
2025-10-24 11:58:00+00:00,100332.6365896812
2025-10-24 11:59:00+00:00,100274.04833996108
2025-10-24 12:00:00+00:00,100255.40804272731
2025-10-24 12:01:00+00:00,100242.96060068811
2025-10-24 12:02:00+00:00,100256.90581089261
2025-10-24 12:03:00+00:00,100230.87955745292
