timestamp,nav
2025-10-24 10:40:00+00:00,100000.0
2025-10-24 10:40:00+00:00,100004.19648648097
2025-10-24 10:41:00+00:00,100389.54508586825
2025-10-24 10:42:00+00:00,100660.97437264558
2025-10-24 10:43:00+00:00,100708.64073483224
2025-10-24 10:44:00+00:00,100648.44476018506
2025-10-24 10:45:00+00:00,100577.12497913753
2025-10-24 10:46:00+00:00,100576.23398001166
2025-10-24 10:47:00+00:00,100307.08811133716
2025-10-24 10:48:00+00:00,100465.03147213603
2025-10-24 10:49:00+00:00,100306.31297326984
2025-10-24 10:50:00+00:00,100225.24900081859
2025-10-24 10:51:00+00:00,100263.5363525986
2025-10-24 10:52:00+00:00,100240.37324902872
2025-10-24 10:53:00+00:00,100222.41804445596
2025-10-24 10:54:00+00:00,100276.98694111613
2025-10-24 10:55:00+00:00,100346.17798825077
2025-10-24 10:56:00+00:00,100420.77652795738
2025-10-24 10:57:00+00:00,100671.91582427008
2025-10-24 10:58:00+00:00,100881.88215643514
2025-10-24 10:59:00+00:00,100948.3680327805
2025-10-24 11:00:00+00:00,100999.4413315164
2025-10-24 11:01:00+00:00,100981.26675808939
2025-10-24 11:02:00+00:00,100971.25238532826
2025-10-24 11:03:00+00:00,100950.24553492086
2025-10-24 11:04:00+00:00,101199.16017624762
2025-10-24 11:05:00+00:00,101281.53942531432
2025-10-24 11:06:00+00:00,101290.84935655087
2025-10-24 11:07:00+00:00,101307.67329691551
2025-10-24 11:08:00+00:00,101285.16312259281
2025-10-24 11:09:00+00:00,101328.2796397469
2025-10-24 11:10:00+00:00,101321.79474345871
2025-10-24 11:11:00+00:00,101402.4863349798
2025-10-24 11:12:00+00:00,101428.52131840275
2025-10-24 11:13:00+00:00,101892.20512266262
2025-10-24 11:14:00+00:00,102017.61158760102
2025-10-24 11:15:00+00:00,102036.63557364492
2025-10-24 11:16:00+00:00,102299.10078196102
2025-10-24 11:17:00+00:00,102354.64090000457
2025-10-24 11:18:00+00:00,102348.44921578435
2025-10-24 11:19:00+00:00,102128.38932649899
2025-10-24 11:20:00+00:00,102540.4587498634
2025-10-24 11:21:00+00:00,102487.34641418114
2025-10-24 11:22:00+00:00,102152.41633923768
2025-10-24 11:23:00+00:00,102280.00621700761
2025-10-24 11:24:00+00:00,101748.75142736742
2025-10-24 11:25:00+00:00,101789.58983371532
2025-10-24 11:26:00+00:00,101822.32054591327
