timestamp,open,high,low,close,volume,count
2025-12-02 07:22:00+00:00,77.76,77.78,77.76,77.78,2.28758104,3
2025-12-02 07:23:00+00:00,77.78,77.78,77.78,77.78,0.0,0
2025-12-02 07:24:00+00:00,77.82,77.91,77.82,77.9,1.60485792,6
2025-12-02 07:25:00+00:00,77.94,77.94,77.94,77.94,1.86372315,2
2025-12-02 07:26:00+00:00,77.93,77.93,77.93,77.93,29.65601185,3
2025-12-02 07:27:00+00:00,77.94,77.94,77.92,77.93,0.26293038,4
2025-12-02 07:28:00+00:00,77.93,78.0,77.92,78.0,6.0887118,9
2025-12-02 07:29:00+00:00,78.0,78.0,78.0,78.0,0.0,0
2025-12-02 07:30:00+00:00,78.01,78.01,78.01,78.01,0.61930411,2
2025-12-02 07:31:00+00:00,78.01,78.01,78.01,78.01,0.0,0
2025-12-02 07:32:00+00:00,78.01,78.01,78.01,78.01,0.0,0
2025-12-02 07:33:00+00:00,77.9,77.9,77.9,77.9,2.00488502,1
2025-12-02 07:34:00+00:00,77.9,77.9,77.9,77.9,0.0,0
2025-12-02 07:35:00+00:00,77.95,77.95,77.95,77.95,0.13885221,1
2025-12-02 07:36:00+00:00,77.89,77.89,77.89,77.89,0.16819225,2
2025-12-02 07:37:00+00:00,77.89,77.89,77.88,77.88,0.39779289,2
2025-12-02 07:38:00+00:00,77.88,77.88,77.88,77.88,0.0,0
2025-12-02 07:39:00+00:00,77.88,77.88,77.88,77.88,0.0,0
2025-12-02 07:40:00+00:00,77.88,77.88,77.88,77.88,0.0,0
2025-12-02 07:41:00+00:00,77.93,77.93,77.93,77.93,0.15050642,1
2025-12-02 07:42:00+00:00,77.93,77.93,77.93,77.93,0.0,0
2025-12-02 07:43:00+00:00,77.93,77.93,77.93,77.93,0.0,0
2025-12-02 07:44:00+00:00,78.03,78.03,78.03,78.03,1.57501041,2
2025-12-02 07:45:00+00:00,78.02,78.02,78.02,78.02,1.99102545,1
2025-12-02 07:46:00+00:00,78.03,78.03,78.03,78.03,1.00795664,2
2025-12-02 07:47:00+00:00,78.0,78.01,78.0,78.01,2.52289566,2
2025-12-02 07:48:00+00:00,78.02,78.02,78.02,78.02,123.10676753,6
2025-12-02 07:49:00+00:00,78.02,78.02,78.02,78.02,0.0,0
2025-12-02 07:50:00+00:00,78.03,78.04,78.03,78.04,0.2695185,2
2025-12-02 07:51:00+00:00,78.03,78.03,78.02,78.02,0.74698354,2
2025-12-02 07:52:00+00:00,78.02,78.02,78.02,78.02,0.0,0
2025-12-02 07:53:00+00:00,78.0,78.0,77.98,77.98,0.26087428,4
2025-12-02 07:54:00+00:00,78.03,78.03,78.03,78.03,1.8376306,2
2025-12-02 07:55:00+00:00,78.03,78.03,78.03,78.03,0.0,0
2025-12-02 07:56:00+00:00,78.03,78.03,78.03,78.03,0.0,0
2025-12-02 07:57:00+00:00,78.03,78.03,78.03,78.03,0.0,0
2025-12-02 07:58:00+00:00,78.1,78.1,78.07,78.07,0.12832917,2
2025-12-02 07:59:00+00:00,78.06,78.06,78.05,78.06,2.04588772,4
2025-12-02 08:00:00+00:00,78.07,78.07,78.05,78.05,0.20234444,2
2025-12-02 08:01:00+00:00,78.08,78.08,78.08,78.08,1.54388066,2
2025-12-02 08:02:00+00:00,78.08,78.08,78.08,78.08,0.0,0
2025-12-02 08:03:00+00:00,78.02,78.04,78.02,78.04,4.48388313,4
2025-12-02 08:04:00+00:00,78.04,78.04,78.02,78.02,1.60511237,4
2025-12-02 08:05:00+00:00,78.0,78.08,78.0,78.08,2.05518352,4
2025-12-02 08:06:00+00:00,77.99,77.99,77.98,77.98,5.28443206,3
2025-12-02 08:07:00+00:00,77.98,77.98,77.98,77.98,0.0,0
2025-12-02 08:08:00+00:00,77.97,77.97,77.94,77.95,19.19945158,5
2025-12-02 08:09:00+00:00,77.95,77.95,77.95,77.95,0.0,0
2025-12-02 08:10:00+00:00,77.89,77.89,77.89,77.89,0.17104554,1
2025-12-02 08:11:00+00:00,77.89,77.89,77.89,77.89,0.0,0
2025-12-02 08:12:00+00:00,77.83,77.83,77.79,77.79,7.613871,5
2025-12-02 08:13:00+00:00,77.79,77.79,77.79,77.79,0.0,0
2025-12-02 08:14:00+00:00,77.82,77.82,77.82,77.82,0.65124148,2
2025-12-02 08:15:00+00:00,77.82,77.82,77.82,77.82,0.0,0
2025-12-02 08:16:00+00:00,77.78,77.78,77.78,77.78,6.42838776,1
2025-12-02 08:17:00+00:00,77.67,77.72,77.67,77.72,7.35324018,3
2025-12-02 08:18:00+00:00,77.67,77.68,77.65,77.65,1.46035674,3
2025-12-02 08:19:00+00:00,77.63,77.63,77.63,77.63,0.6403554,1
2025-12-02 08:20:00+00:00,77.63,77.63,77.63,77.63,0.0,0
2025-12-02 08:21:00+00:00,77.59,77.59,77.59,77.59,0.44744436,1
2025-12-02 08:22:00+00:00,77.55,77.55,77.54,77.54,27.22681402,5
2025-12-02 08:23:00+00:00,77.55,77.55,77.55,77.55,0.77997867,1
2025-12-02 08:24:00+00:00,77.62,77.62,77.62,77.62,3.42199823,1
2025-12-02 08:25:00+00:00,77.57,77.57,77.57,77.57,1.39372262,1
2025-12-02 08:26:00+00:00,77.57,77.57,77.57,77.57,0.0,0
2025-12-02 08:27:00+00:00,77.53,77.53,77.53,77.53,0.23571751,1
2025-12-02 08:28:00+00:00,77.51,77.51,77.51,77.51,5.96206452,2
2025-12-02 08:29:00+00:00,77.48,77.49,77.48,77.49,17.7338733,3
2025-12-02 08:30:00+00:00,77.48,77.48,77.42,77.42,26.58436966,5
2025-12-02 08:31:00+00:00,77.42,77.42,77.42,77.42,0.0,0
2025-12-02 08:32:00+00:00,77.46,77.46,77.46,77.46,2.58197779,1
2025-12-02 08:33:00+00:00,77.5,77.51,77.5,77.51,0.3441985,3
2025-12-02 08:34:00+00:00,77.51,77.51,77.51,77.51,0.0,0
2025-12-02 08:35:00+00:00,77.57,77.63,77.57,77.63,5.55882511,3
2025-12-02 08:36:00+00:00,77.55,77.55,77.55,77.55,0.65506125,1
2025-12-02 08:37:00+00:00,77.58,77.58,77.58,77.58,0.12699429,1
2025-12-02 08:38:00+00:00,77.62,77.63,77.57,77.6,11.03084842,10
2025-12-02 08:39:00+00:00,77.6,77.6,77.6,77.6,0.0,0
2025-12-02 08:40:00+00:00,77.65,77.67,77.65,77.66,0.70429909,5
2025-12-02 08:41:00+00:00,77.66,77.66,77.66,77.66,0.0,0
2025-12-02 08:42:00+00:00,77.7,77.7,77.63,77.63,0.19123443,2
2025-12-02 08:43:00+00:00,77.66,77.66,77.66,77.66,0.12876641,1
2025-12-02 08:44:00+00:00,77.66,77.66,77.66,77.66,0.0,0
2025-12-02 08:45:00+00:00,77.67,77.69,77.67,77.69,1.81275666,2
2025-12-02 08:46:00+00:00,77.69,77.69,77.69,77.69,0.0,0
2025-12-02 08:47:00+00:00,77.69,77.69,77.69,77.69,0.0,0
2025-12-02 08:48:00+00:00,77.67,77.67,77.66,77.66,1.04167267,2
2025-12-02 08:49:00+00:00,77.66,77.66,77.66,77.66,0.0,0
2025-12-02 08:50:00+00:00,77.5,77.5,77.49,77.5,82.58097819,8
2025-12-02 08:51:00+00:00,77.51,77.51,77.5,77.5,1.18998016,3
2025-12-02 08:52:00+00:00,77.5,77.5,77.5,77.5,0.0,0
2025-12-02 08:53:00+00:00,77.51,77.51,77.5,77.51,1.91372939,6
2025-12-02 08:54:00+00:00,77.51,77.51,77.51,77.51,1.68036352,1
2025-12-02 08:55:00+00:00,77.51,77.51,77.39,77.39,6.23701337,6
2025-12-02 08:56:00+00:00,77.4,77.4,77.39,77.39,1.52488,2
2025-12-02 08:57:00+00:00,77.39,77.39,77.39,77.39,0.0,0
2025-12-02 08:58:00+00:00,77.34,77.35,77.34,77.35,3.73296367,2
2025-12-02 08:59:00+00:00,77.35,77.35,77.35,77.35,0.0,0
2025-12-02 09:00:00+00:00,77.36,77.36,77.36,77.36,2.61848396,4
2025-12-02 09:01:00+00:00,77.42,77.42,77.42,77.42,18.76969946,4
2025-12-02 09:02:00+00:00,77.4,77.4,77.36,77.39,123.8632527,12
2025-12-02 09:03:00+00:00,77.39,77.39,77.39,77.39,0.0,0
2025-12-02 09:04:00+00:00,77.42,77.44,77.42,77.43,0.59317523,3
2025-12-02 09:05:00+00:00,77.44,77.44,77.44,77.44,0.04483432,1
2025-12-02 09:06:00+00:00,77.47,77.68,77.47,77.65,3.1908129,8
2025-12-02 09:07:00+00:00,77.64,77.64,77.64,77.64,0.78040904,2
2025-12-02 09:08:00+00:00,77.66,77.66,77.65,77.66,0.56137925,4
2025-12-02 09:09:00+00:00,77.66,77.66,77.58,77.58,1.25710224,3
2025-12-02 09:10:00+00:00,77.64,77.64,77.62,77.62,1.74273468,2
2025-12-02 09:11:00+00:00,77.67,77.67,77.67,77.67,6.96196994,1
2025-12-02 09:12:00+00:00,77.69,77.69,77.69,77.69,2.23452716,2
2025-12-02 09:13:00+00:00,77.63,77.63,77.63,77.63,8.87929925,1
2025-12-02 09:14:00+00:00,77.64,77.64,77.64,77.64,0.08,1
2025-12-02 09:15:00+00:00,77.56,77.56,77.56,77.56,0.3707158,2
2025-12-02 09:16:00+00:00,77.56,77.56,77.56,77.56,0.0,0
2025-12-02 09:17:00+00:00,77.58,77.58,77.58,77.58,0.11724562,1
2025-12-02 09:18:00+00:00,77.51,77.51,77.49,77.49,6.90145314,4
2025-12-02 09:19:00+00:00,77.56,77.56,77.56,77.56,0.38045701,3
2025-12-02 09:20:00+00:00,77.58,77.63,77.58,77.63,1.12781843,2
2025-12-02 09:21:00+00:00,77.64,77.67,77.64,77.67,18.2528276,6
2025-12-02 09:22:00+00:00,77.71,77.72,77.71,77.72,0.17175911,2
2025-12-02 09:23:00+00:00,77.73,77.73,77.73,77.73,6.01706493,2
2025-12-02 09:24:00+00:00,77.71,77.71,77.71,77.71,8.87815618,2
2025-12-02 09:25:00+00:00,77.79,77.82,77.79,77.82,0.53755393,2
2025-12-02 09:26:00+00:00,77.82,77.82,77.82,77.82,0.0,0
2025-12-02 09:27:00+00:00,77.84,77.88,77.84,77.88,30.18739247,7
2025-12-02 09:28:00+00:00,77.83,77.83,77.83,77.83,0.02368708,1
2025-12-02 09:29:00+00:00,77.82,77.82,77.82,77.82,0.20468029,1
2025-12-02 09:30:00+00:00,77.75,77.75,77.75,77.75,2.24312102,1
2025-12-02 09:31:00+00:00,77.75,77.75,77.75,77.75,0.0,0
2025-12-02 09:32:00+00:00,77.75,77.75,77.75,77.75,0.0,0
2025-12-02 09:33:00+00:00,77.64,77.65,77.64,77.65,0.18891963,2
2025-12-02 09:34:00+00:00,77.65,77.65,77.65,77.65,0.0,0
