timestamp,open,high,low,close,volume,count
2025-12-02 07:23:00+00:00,86989.7,86989.7,86989.6,86989.6,0.01528841,11
2025-12-02 07:24:00+00:00,86989.7,86989.7,86986.1,86986.1,0.02652831,8
2025-12-02 07:25:00+00:00,86971.4,86971.4,86909.1,86909.2,0.3840299,24
2025-12-02 07:26:00+00:00,86909.2,86909.2,86909.1,86909.2,0.02692168,13
2025-12-02 07:27:00+00:00,86909.2,86909.2,86909.1,86909.2,0.04861737,11
2025-12-02 07:28:00+00:00,86909.2,86909.2,86909.2,86909.2,0.13747129,11
2025-12-02 07:29:00+00:00,86909.1,86909.2,86909.1,86909.1,0.02180091,6
2025-12-02 07:30:00+00:00,86909.1,86909.2,86909.1,86909.2,0.06503109,8
2025-12-02 07:31:00+00:00,86909.2,86909.2,86909.1,86909.2,0.05177665,11
2025-12-02 07:32:00+00:00,86909.2,86909.2,86909.1,86909.2,0.02667364,14
2025-12-02 07:33:00+00:00,86909.1,86946.9,86909.1,86946.9,0.92285284,29
2025-12-02 07:34:00+00:00,86946.9,86946.9,86946.8,86946.9,0.15031515,11
2025-12-02 07:35:00+00:00,86946.8,86946.9,86946.8,86946.8,0.16418409,9
2025-12-02 07:36:00+00:00,86946.9,86946.9,86946.9,86946.9,0.00562184,5
2025-12-02 07:37:00+00:00,86946.9,87028.3,86946.9,87028.3,0.45139306,34
2025-12-02 07:38:00+00:00,87028.3,87028.3,87028.2,87028.2,0.0198143,9
2025-12-02 07:39:00+00:00,87028.3,87028.3,87028.2,87028.2,0.01955445,10
2025-12-02 07:40:00+00:00,87028.2,87028.3,87016.1,87016.1,0.18426443,15
2025-12-02 07:41:00+00:00,87012.1,87012.1,87012.1,87012.1,0.01483958,5
2025-12-02 07:42:00+00:00,87012.1,87012.1,87012.0,87012.1,0.00707945,10
2025-12-02 07:43:00+00:00,87012.1,87012.1,87012.0,87012.1,0.0240283,11
2025-12-02 07:44:00+00:00,87012.1,87012.1,87012.0,87012.1,0.1430397,13
2025-12-02 07:45:00+00:00,87012.0,87012.1,87012.0,87012.0,0.01212166,12
2025-12-02 07:46:00+00:00,87012.0,87012.1,87012.0,87012.1,0.02259032,9
2025-12-02 07:47:00+00:00,87012.1,87012.1,87012.0,87012.1,0.01097535,9
2025-12-02 07:48:00+00:00,87012.0,87012.1,87012.0,87012.1,0.00275979,5
2025-12-02 07:49:00+00:00,87012.1,87012.1,87012.0,87012.1,0.01462319,8
2025-12-02 07:50:00+00:00,87012.0,87022.2,87012.0,87022.2,0.08753352,24
2025-12-02 07:51:00+00:00,87022.2,87022.2,87022.1,87022.2,0.00788558,12
2025-12-02 07:52:00+00:00,87022.2,87022.2,87022.1,87022.2,0.05246203,12
2025-12-02 07:53:00+00:00,87022.2,87022.2,87021.8,87021.9,0.10632449,13
2025-12-02 07:54:00+00:00,87020.3,87022.0,87020.3,87022.0,0.05656053,17
2025-12-02 07:55:00+00:00,87022.0,87022.0,87021.9,87022.0,0.04370849,10
2025-12-02 07:56:00+00:00,87022.0,87022.0,87021.9,87021.9,0.6649326,11
2025-12-02 07:57:00+00:00,87022.0,87022.0,87021.9,87022.0,0.01270789,10
2025-12-02 07:58:00+00:00,87022.0,87022.0,87022.0,87022.0,0.0515445,14
2025-12-02 07:59:00+00:00,87022.0,87022.0,87021.9,87022.0,0.01979849,16
2025-12-02 08:00:00+00:00,87022.0,87022.0,87022.0,87022.0,0.0119767,14
2025-12-02 08:01:00+00:00,87022.0,87025.1,87021.9,87022.0,1.24879775,23
2025-12-02 08:02:00+00:00,87022.0,87022.0,87022.0,87022.0,0.0244346,8
2025-12-02 08:03:00+00:00,87021.9,87022.0,87021.9,87022.0,0.03824481,10
2025-12-02 08:04:00+00:00,87022.0,87022.0,87000.0,87000.0,1.95010897,24
2025-12-02 08:05:00+00:00,86999.9,87000.0,86999.9,87000.0,0.01658216,11
2025-12-02 08:06:00+00:00,87000.0,87000.0,86999.9,86999.9,3.24772306,54
2025-12-02 08:07:00+00:00,86999.9,87000.0,86998.3,86998.4,1.17746424,10
2025-12-02 08:08:00+00:00,86998.4,86998.4,86965.8,86965.8,0.17235524,19
